"x","y","z","x2","diff","col","umean","pred"
630,3500.857,3496.858,396900,FALSE,381,3496.894,3496.894
631,3492.737,3496.854,398161,FALSE,381,3496.894,3496.894
632,3493,3496.85,399424,FALSE,381,3496.894,3496.894
633,3499.167,3496.847,400689,FALSE,381,3496.894,3496.894
782,3480.5,3499.234,611524,TRUE,382,3502.767,3502.767
783,3503.318,3499.397,613089,FALSE,382,3502.767,3502.767
784,3503.038,3499.562,614656,FALSE,382,3502.767,3502.767
785,3501,3499.73,616225,FALSE,382,3502.767,3502.767
786,3501,3499.9,617796,FALSE,382,3502.767,3502.767
787,3500.25,3500.072,619369,FALSE,382,3502.767,3502.767
788,3503.225,3500.247,620944,FALSE,382,3502.767,3502.767
789,3504.889,3500.424,622521,FALSE,382,3502.767,3502.767
790,3503.5,3500.603,624100,FALSE,382,3502.767,3502.767
791,3503.217,3500.785,625681,FALSE,382,3502.767,3502.767
792,3503.672,3500.969,627264,FALSE,382,3502.767,3502.767
793,3504.746,3501.155,628849,FALSE,382,3502.767,3502.767
794,3504.71,3501.344,630436,FALSE,382,3502.767,3502.767
795,3504.393,3501.535,632025,FALSE,382,3502.767,3502.767
796,3505.3,3501.728,633616,FALSE,382,3502.767,3502.767
797,3501.468,3501.924,635209,FALSE,382,3502.767,3502.767
798,3501.246,3502.122,636804,FALSE,382,3502.767,3502.767
799,3498.25,3502.322,638401,FALSE,382,3502.767,3502.767
800,3498.06,3502.525,640000,FALSE,382,3502.767,3502.767
801,3497.96,3502.73,641601,FALSE,382,3502.767,3502.767
802,3497.458,3502.937,643204,FALSE,382,3502.767,3502.767
803,3499.468,3503.147,644809,FALSE,382,3502.767,3502.767
804,3504.056,3503.359,646416,FALSE,382,3502.767,3502.767
805,3503.722,3503.573,648025,FALSE,382,3502.767,3502.767
806,3503.938,3503.79,649636,FALSE,382,3502.767,3502.767
807,3504.559,3504.009,651249,FALSE,382,3502.767,3502.767
808,3501.2,3504.23,652864,FALSE,382,3502.767,3502.767
809,3505.085,3504.454,654481,FALSE,382,3502.767,3502.767
810,3506,3504.679,656100,FALSE,382,3502.767,3502.767
811,3506.536,3504.908,657721,FALSE,382,3502.767,3502.767
812,3505.708,3505.138,659344,FALSE,382,3502.767,3502.767
813,3503.733,3505.371,660969,FALSE,382,3502.767,3502.767
814,3504.547,3505.607,662596,FALSE,382,3502.767,3502.767
815,3505.722,3505.844,664225,FALSE,382,3502.767,3502.767
816,3504.537,3506.084,665856,FALSE,382,3502.767,3502.767
817,3504.224,3506.327,667489,FALSE,382,3502.767,3502.767
818,3506.167,3506.571,669124,FALSE,382,3502.767,3502.767
819,3514.75,3506.818,670761,FALSE,382,3502.767,3502.767
501,3484.5,3490.043,251001,TRUE,383,3517.786,3517.786
502,3497.769,3492.312,252004,FALSE,383,3517.786,3517.786
503,3504.5,3494.517,253009,FALSE,383,3517.786,3517.786
504,3504.5,3496.655,254016,FALSE,383,3517.786,3517.786
505,3505.206,3498.728,255025,FALSE,383,3517.786,3517.786
506,3498.367,3500.735,256036,FALSE,383,3517.786,3517.786
507,3499.556,3502.677,257049,FALSE,383,3517.786,3517.786
508,3502.883,3504.553,258064,FALSE,383,3517.786,3517.786
509,3505.821,3506.363,259081,FALSE,383,3517.786,3517.786
510,3505.145,3508.108,260100,FALSE,383,3517.786,3517.786
511,3502.77,3509.787,261121,FALSE,383,3517.786,3517.786
512,3504.282,3511.4,262144,FALSE,383,3517.786,3517.786
513,3503.045,3512.948,263169,FALSE,383,3517.786,3517.786
514,3505,3514.43,264196,FALSE,383,3517.786,3517.786
515,3505.116,3515.847,265225,FALSE,383,3517.786,3517.786
516,3508.738,3517.197,266256,FALSE,383,3517.786,3517.786
517,3512.949,3518.482,267289,FALSE,383,3517.786,3517.786
518,3530,3519.702,268324,FALSE,383,3517.786,3517.786
519,3530,3520.856,269361,FALSE,383,3517.786,3517.786
520,3529.5,3521.944,270400,FALSE,383,3517.786,3517.786
521,3529,3522.966,271441,FALSE,383,3517.786,3517.786
522,3528.5,3523.923,272484,FALSE,383,3517.786,3517.786
523,3528.5,3524.814,273529,FALSE,383,3517.786,3517.786
524,3528.5,3525.64,274576,FALSE,383,3517.786,3517.786
525,3529,3526.4,275625,FALSE,383,3517.786,3517.786
526,3530,3527.094,276676,FALSE,383,3517.786,3517.786
527,3530.5,3527.723,277729,FALSE,383,3517.786,3517.786
528,3531,3528.285,278784,FALSE,383,3517.786,3517.786
529,3530,3528.783,279841,FALSE,383,3517.786,3517.786
530,3529.5,3529.214,280900,FALSE,383,3517.786,3517.786
531,3529.5,3529.58,281961,FALSE,383,3517.786,3517.786
532,3529,3529.881,283024,FALSE,383,3517.786,3517.786
533,3528.5,3530.115,284089,FALSE,383,3517.786,3517.786
534,3528.5,3530.284,285156,FALSE,383,3517.786,3517.786
535,3529,3530.388,286225,FALSE,383,3517.786,3517.786
536,3529,3530.425,287296,FALSE,383,3517.786,3517.786
537,3528.5,3530.397,288369,FALSE,383,3517.786,3517.786
538,3528.5,3530.304,289444,FALSE,383,3517.786,3517.786
539,3529,3530.144,290521,FALSE,383,3517.786,3517.786
829,3514.545,3514.744,687241,TRUE,384,3506.906,3506.906
830,3514.5,3513.198,688900,FALSE,384,3506.906,3506.906
831,3513.5,3511.746,690561,FALSE,384,3506.906,3506.906
832,3513,3510.39,692224,FALSE,384,3506.906,3506.906
833,3509.4,3509.13,693889,FALSE,384,3506.906,3506.906
834,3507,3507.964,695556,FALSE,384,3506.906,3506.906
835,3507,3506.894,697225,FALSE,384,3506.906,3506.906
836,3506.452,3505.918,698896,FALSE,384,3506.906,3506.906
837,3505.607,3505.039,700569,FALSE,384,3506.906,3506.906
838,3503.528,3504.254,702244,FALSE,384,3506.906,3506.906
839,3503.216,3503.565,703921,FALSE,384,3506.906,3506.906
840,3503.5,3502.97,705600,FALSE,384,3506.906,3506.906
841,3498.021,3502.471,707281,FALSE,384,3506.906,3506.906
842,3496.647,3502.068,708964,FALSE,384,3506.906,3506.906
843,3494.413,3501.759,710649,FALSE,384,3506.906,3506.906
844,3495.538,3501.546,712336,FALSE,384,3506.906,3506.906
845,3495.7,3501.428,714025,FALSE,384,3506.906,3506.906
846,3504.5,3501.405,715716,FALSE,384,3506.906,3506.906
847,3507.739,3501.478,717409,FALSE,384,3506.906,3506.906
848,3508.5,3501.645,719104,FALSE,384,3506.906,3506.906
849,3506.661,3501.908,720801,FALSE,384,3506.906,3506.906
850,3501.578,3502.267,722500,FALSE,384,3506.906,3506.906
851,3506.516,3502.72,724201,FALSE,384,3506.906,3506.906
852,3506.734,3503.269,725904,FALSE,384,3506.906,3506.906
853,3507.224,3503.913,727609,FALSE,384,3506.906,3506.906
854,3507.914,3504.652,729316,FALSE,384,3506.906,3506.906
855,3507.406,3505.486,731025,FALSE,384,3506.906,3506.906
856,3503.905,3506.416,732736,FALSE,384,3506.906,3506.906
857,3503.968,3507.441,734449,FALSE,384,3506.906,3506.906
858,3504.985,3508.561,736164,FALSE,384,3506.906,3506.906
859,3506,3509.776,737881,FALSE,384,3506.906,3506.906
860,3505.554,3511.086,739600,FALSE,384,3506.906,3506.906
861,3516.778,3512.492,741321,FALSE,384,3506.906,3506.906
862,3517.5,3513.993,743044,FALSE,384,3506.906,3506.906
863,3517.5,3515.589,744769,FALSE,384,3506.906,3506.906
864,3516.5,3517.281,746496,FALSE,384,3506.906,3506.906
865,3516.5,3519.068,748225,FALSE,384,3506.906,3506.906
454,3505.75,3520.447,206116,TRUE,385,3510.293,3510.293
455,3516,3518.741,207025,FALSE,385,3510.293,3510.293
456,3516.5,3517.131,207936,FALSE,385,3510.293,3510.293
457,3517,3515.615,208849,FALSE,385,3510.293,3510.293
458,3517.529,3514.194,209764,FALSE,385,3510.293,3510.293
459,3516.679,3512.869,210681,FALSE,385,3510.293,3510.293
460,3515.878,3511.638,211600,FALSE,385,3510.293,3510.293
461,3515.593,3510.502,212521,FALSE,385,3510.293,3510.293
462,3512,3509.461,213444,FALSE,385,3510.293,3510.293
463,3510.955,3508.515,214369,FALSE,385,3510.293,3510.293
464,3511.048,3507.664,215296,FALSE,385,3510.293,3510.293
465,3510.625,3506.908,216225,FALSE,385,3510.293,3510.293
466,3510.538,3506.247,217156,FALSE,385,3510.293,3510.293
467,3508.367,3505.681,218089,FALSE,385,3510.293,3510.293
468,3509.125,3505.21,219024,FALSE,385,3510.293,3510.293
